county,case_number,case_id,case_created_at,case_status,case_decision_date,case_title,municipality,handling_number,handling_id,handling_date,handling_title,sender_recipient,case_kind,direct_supervision,target_organisation_name,target_identifiable,trigger_family,problem_domain,mandatory_action_likelihood,external_purchase_likelihood,metadata_specificity,timing_quality,commercial_relevance,likely_supplier_categories,document_required_for_understanding,supplier_already_engaged,manual_notes
Östergötland,14735-2026,5600158,2026-09-07,Handläggning,,"Planerad tillsyn enligt Sevesolagstiftningen, Jernbro Industrial AB",Finspång,14735-2026-2,,2026-09-07,Meddelande om dagordning inför tillsyn enligt Sevesolagstiftningen,Personuppgift,DIRECT_SUPERVISION,YES,Jernbro Industrial AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,MEDIUM,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Östergötland,14736-2026,5600164,2026-09-07,Handläggning,,"Planerad tillsyn enligt Sevesolagstiftningen, Norbro Energi Bulkgasol AB",Boxholm,14736-2026-2,,2026-09-07,Meddelande om dagordning inför tillsyn enligt Sevesolagstiftnigen,Personuppgift,DIRECT_SUPERVISION,YES,Norbro Energi Bulkgasol AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,MEDIUM,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6413-2026,5560589,2026-07-10,Handläggning,,"Anmälan om driftstörning vid Arctic Paper Grycksbo, Läckage av transformatorolja till invallning, Falun kommun",Falun,6413-2026-2,,2026-07-15,Meddelande om att länsstyrelsen har granskat anmälan om driftstörning,Arctic Paper Grycksbo AB,ENVIRONMENTAL_INCIDENT,PARTIAL,Arctic Paper Grycksbo AB,COMPANY,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,LOW,SPECIFIC,TIMELY,LOW,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Dalarna,6706-2026,5569398,2026-07-27,Handläggning,,"Planerat tillsynsbesök på Bergkvist Siljan Blyberg AB, Älvdalens kommun",Älvdalen,6706-2026-2,,2026-07-27,Meddelande om dagordning,Bergkvist Siljan Blyberg AB,DIRECT_SUPERVISION,YES,Bergkvist Siljan Blyberg AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,WASTE,LOW,LOW,GENERIC,EARLY,LOW,waste management consultants; waste handling equipment; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6706-2026,5569398,2026-07-27,Handläggning,,"Planerat tillsynsbesök på Bergkvist Siljan Blyberg AB, Älvdalens kommun",Älvdalen,6706-2026-3,,2026-08-19,Meddelande om ifylld checklista,Bergkvist Siljan Blyberg AB,DIRECT_SUPERVISION,YES,Bergkvist Siljan Blyberg AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,WASTE,LOW,LOW,GENERIC,EARLY,LOW,waste management consultants; waste handling equipment; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6720-2026,5569680,2026-07-27,Handläggning,,"Planerat tillsynsbesök av Boliden Mineral AB, Hedemora kommun",Hedemora,6720-2026-2,,2026-08-21,Meddelande om dagordning,Personuppgift,DIRECT_SUPERVISION,YES,Boliden Mineral AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6728-2026,5570263,2026-07-28,Handläggning,,"Tillsyn av Hedlunds Trävaru AB, Rättviks kommun",Handlingar,6728-2026-2,,2026-07-28,Meddelande om dagordning,Hedlunds Trävaru AB,DIRECT_SUPERVISION,YES,Hedlunds Trävaru AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6731-2026,5570371,2026-07-28,Avslutat,2026-09-10,"Tillsyn av Rågsveden- Sveden Trä, Vansbro kommun",Handlingar,6731-2026-2,,2026-07-28,Meddelande om dagordning,Rågsveden- Sveden Trä AB,DIRECT_SUPERVISION,YES,Rågsveden- Sveden Trä AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,AIR_EMISSIONS,LOW,LOW,GENERIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,6819-2026,5574261,2026-08-05,Handläggning,,"Start av ärende om tillsyn av Svartnäs vindkraftpark, Falu kommun",Handlingar,6819-2026-2,,2026-08-05,Kallelse till miljöskyddstillsyn Svartnäs vindkraftspark,Svartnäs vindkraft AB,DIRECT_SUPERVISION,YES,Svartnäs Vindkraft AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,7059-2026,5581375,2026-08-13,Avslutat,2026-09-04,"Klagomål på vibrationer, Boliden Mineral AB, Hedemora kommun",Hedemora,7059-2026-1,,2026-08-13,"Klagomål på vibrationer, Boliden Mineral AB, Hedemora kommun",Boliden Mineral AB,COMPLAINT,PARTIAL,Boliden Mineral AB,COMPANY,COMPLAINT_RECEIVED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Dalarna,7064-2026,5581495,2026-08-17,Handläggning,,Redovisning av förslag på kontrollprogram för Avliksdeponin,Falun,7064-2026-1,,2026-08-17,Redovisning av förslag på kontrollprogram för Avliksdeponin,Actic paper Grycksbo AB,DIRECT_SUPERVISION,YES,Actic paper Grycksbo AB,COMPANY,CONTROL_PROGRAMME,WASTE,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,waste management consultants; waste handling equipment; environmental law,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Dalarna,7064-2026,5581495,2026-08-17,Handläggning,,Redovisning av förslag på kontrollprogram för Avliksdeponin,Falun,7064-2026-3,,2026-09-02,Komplettering med Provtagningsprogram för Alvik,Actic paper Grycksbo AB,DIRECT_SUPERVISION,YES,Actic paper Grycksbo AB,COMPANY,CONTROL_PROGRAMME,WASTE,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,waste management consultants; waste handling equipment; environmental law,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Dalarna,7106-2026,5582917,2026-08-18,Handläggning,,"Anmälan om klagomål gällande buller från Ovako Bar AB, Smedjebackens kommun",Smedjebacken,7106-2026-2,,2026-08-18,Begäran om bullerkartläggning,Ovako Bar AB,COMPLAINT,PARTIAL,Ovako Bar AB,COMPANY,INFORMATION_REQUEST,NOISE,MEDIUM,LOW,GENERIC,TIMELY,LOW,acoustic consultants; noise abatement suppliers,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Dalarna,7202-2026,5586155,2026-08-21,Avslutat,2026-09-11,"Anmälan om driftsstörning vid Lerdals ARV, kallfackling av rötgas, Rättviks kommun",Rättvik,7202-2026-1,,2026-08-21,"Anmälan om driftsstörning vid Lerdals ARV, Kallfackling av rötgas, Rättvik kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Rättvik Vatten och Avfall AB,COMPANY,INCIDENT_REPORT,AIR_EMISSIONS,LOW,LOW,SPECIFIC,TIMELY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Dalarna,7202-2026,5586155,2026-08-21,Avslutat,2026-09-11,"Anmälan om driftsstörning vid Lerdals ARV, kallfackling av rötgas, Rättviks kommun",Rättvik,7202-2026-2,,2026-08-24,Begäran om komplettering,Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Rättvik Vatten och Avfall AB,COMPANY,INFORMATION_REQUEST,AIR_EMISSIONS,MEDIUM,LOW,GENERIC,TIMELY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Dalarna,7202-2026,5586155,2026-08-21,Avslutat,2026-09-11,"Anmälan om driftsstörning vid Lerdals ARV, kallfackling av rötgas, Rättviks kommun",Rättvik,7202-2026-4,,2026-09-10,Komplettering av driftsstörning,Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Rättvik Vatten och Avfall AB,COMPANY,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,LOW,GENERIC,TIMELY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Dalarna,7215-2026,5586438,2026-08-24,Handläggning,,"Planerat tillsynsbesök på SSAB EMEA AB, Borlänge kommun",Borlänge,7215-2026-2,,2026-09-16,Meddelande om dagordning,Personuppgift,DIRECT_SUPERVISION,YES,SSAB EMEA AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,7243-2026,5587166,2026-08-24,Handläggning,,"Miljösanktionsavgift för avfallsregistret, Rättviks kalkverk, Rättviks kommun",Rättvik,7243-2026-2,,2026-08-26,Underrättelse om miljösanktionsavgift,Personuppgift,DIRECT_SUPERVISION,YES,SMA Mineral AB,COMPANY,SANCTION_FEE,WASTE,HIGH,LOW,SPECIFIC,TIMELY,LOW,waste management consultants; waste handling equipment; environmental law,DOCUMENT_WOULD_IMPROVE,NO,"Reviewed. Sanction fee for missing waste-register reporting; administrative, no supplier."
Dalarna,7320-2026,5589518,2026-08-26,Handläggning,,"Tillsyn av information om allmänheten, Gagnefs kommun",Gagnef,7320-2026-2,,2026-08-26,"Begäran om att ta fram information till allmänheten utifrån Sevesolagstiftningen, Maserfrakt AB",Maserfrakt AB,DIRECT_SUPERVISION,YES,Maserfrakt AB,COMPANY,INFORMATION_REQUEST,CHEMICALS_SEVESO,MEDIUM,LOW,GENERIC,TIMELY,LOW,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Dalarna,7326-2026,5589718,2026-08-26,Handläggning,,"Tillsyn av information till allmänheten, Gagnefs kommun",Gagnef,7326-2026-2,,2026-08-27,Begäran om att ta fram information till allmänheten utifrån Sevesolagstiftningen,Erik Hellkvist AB,DIRECT_SUPERVISION,YES,Erik Hellkvist AB,COMPANY,INFORMATION_REQUEST,CHEMICALS_SEVESO,MEDIUM,LOW,GENERIC,TIMELY,LOW,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Dalarna,7441-2026,5593470,2026-08-31,Handläggning,,"Anmälan om driftsstörning vid Ovako Bar AB Smedjebacken, släckvatten efter brand under ugn i stålverk, Smedjebacken kommun",Smedjebacken,7441-2026-2,,2026-09-04,Begäran om komplettering,Ovako Bar AB,ENVIRONMENTAL_INCIDENT,PARTIAL,Ovako Bar AB,COMPANY,INFORMATION_REQUEST,FIRE,MEDIUM,LOW,GENERIC,TIMELY,LOW,fire protection consultants & equipment; insurance-driven remediation,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Dalarna,7541-2026,5596351,2026-09-02,Handläggning,,"Begäran om tillsyn enligt lagen 51 § lagen om allmänna vattentjänster, för att inrätta verksamhetsområde för allmän vattenförsörning i Halvars, Ludvika kommun, kommunens dnr KS 2026/164",Ludvika,7541-2026-1,,2026-09-02,"Begäran om tillsyn enligt lagen 51 § lagen om allmänna vattentjänster, för att inrätta verksamhetsområde för allmän vattenförsörning i Halvars, Ludvika kommun, kommunens dnr KS 2026/164",Halvars Gonäs Samfällighetsförening,COMPLAINT,PARTIAL,Halvars Gonäs Samfällighetsförening,ORG_NAMED,COMPLAINT_RECEIVED,MUNICIPAL_OVERSIGHT,LOW,LOW,GENERIC,EARLY,LOW,-,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Dalarna,7943-2026,5610434,2026-09-14,Handläggning,,Kallelse till tillsynsbesök,Handlingar,7943-2026-2,,2026-09-14,Kallelse till tillsynsbesök,Enviksberget,DIRECT_SUPERVISION,YES,Enviksberget,ORG_NAMED,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Dalarna,8023-2026,5613267,2026-09-15,Handläggning,,Ansökan om bidrag till verifierande provtagning PFAS och sediment,Handlingar,8023-2026-1,,2026-09-15,Ansökan om bidrag till verifierande provtagning PFAS och sediment,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,STATE_FUNDED_SAMPLING,CONTAMINATED_LAND_PFAS,LOW,LOW,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,METADATA_SUFFICIENT,NO,Rule-based. State-funded PFAS/sediment sampling procured by Länsstyrelsen; landowner is not the buyer.
Dalarna,8023-2026,5613267,2026-09-15,Handläggning,,Ansökan om bidrag till verifierande provtagning PFAS och sediment,Handlingar,8023-2026-2,,2026-09-16,Ansökan Dalarna verifierande provtagning 2027,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,STATE_FUNDED_SAMPLING,CONTAMINATED_LAND_PFAS,LOW,LOW,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,METADATA_SUFFICIENT,NO,Rule-based. State-funded PFAS/sediment sampling procured by Länsstyrelsen; landowner is not the buyer.
Dalarna,8023-2026,5613267,2026-09-15,Handläggning,,Ansökan om bidrag till verifierande provtagning PFAS och sediment,Handlingar,8023-2026-3,,2026-09-15,Ansökan om bidrag för verifierande provtagning PFAS och sediment 2027,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,STATE_FUNDED_SAMPLING,CONTAMINATED_LAND_PFAS,LOW,LOW,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,METADATA_SUFFICIENT,NO,Rule-based. State-funded PFAS/sediment sampling procured by Länsstyrelsen; landowner is not the buyer.
Dalarna,8380-2026,5624798,2026-09-23,Handläggning,,"Begäran om tillsyn enligt 51 § lagen om allmänna vattentjänster för de beslutade verksamhetsområdet Gusjösätern, Malung-Sälens kommun",Malung-Sälen,8380-2026-1,,2026-09-23,"Begäran om tillsyn enligt 51 § lagen om allmänna vattentjänster för de beslutade verksamhetsområdet Gusjösätern, Malung-Sälens kommun",Gusjösäterns Fastighetsägarförening,COMPLAINT,PARTIAL,Gusjösäterns Fastighetsägarförening,ORG_NAMED,COMPLAINT_RECEIVED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-1,,2026-07-03,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Personuppgift,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,COMPLAINT_RECEIVED,AIR_EMISSIONS,LOW,LOW,SPECIFIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-2,,2026-07-03,"Meddelande om klagomål, begäran om yttrande",Stena Recycling AB,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,COMPLAINT_RECEIVED,AIR_EMISSIONS,LOW,LOW,GENERIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-3,,2026-07-03,Meddelande om handläggning av klagomål till klagande,Personuppgift,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,COMPLAINT_RECEIVED,AIR_EMISSIONS,LOW,LOW,GENERIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-4,,2026-07-03,Meddelande om ok till förlängd tid till 28 augusti att återkoppla angående klagomål,Stena Recycling AB,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,COMPLAINT_RECEIVED,AIR_EMISSIONS,LOW,LOW,GENERIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-7,,2026-08-20,Yttrande över klagomål,Stena Recycling AB,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,COMPLAINT_RECEIVED,AIR_EMISSIONS,LOW,LOW,GENERIC,EARLY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Halland,4689-2026,5554402,2026-07-03,Handläggning,,"Meddelande om klagomål på lukt, Stena Battery Center i Halmstads kommun",Halmstad,4689-2026-8,,2026-08-21,Begäran om komplettering,Personuppgift,COMPLAINT,PARTIAL,Stena Recycling AB,COMPANY,INFORMATION_REQUEST,AIR_EMISSIONS,MEDIUM,LOW,GENERIC,TIMELY,LOW,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Halland,4886-2026,5562643,2026-07-14,Avslutat,2026-07-15,"Begäran om tillsyn av vattenverksamhet, vattenflöde under minimitappning vid Ätrafors kraftverk",Handlingar,4886-2026-2,,2026-07-14,Begäran om yttrande,Uniper,COMPLAINT,PARTIAL,Sportfiskarna region Väst,PUBLIC_BODY,INFORMATION_REQUEST,STORMWATER_PROCESS_WATER,MEDIUM,LOW,GENERIC,TIMELY,LOW,stormwater / water treatment consultants; oil separator & filtration suppliers; labs,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
