source_process,document_type,case_number,case_title,case_status,document_number,document_date,organisation_name,organisation_number,workplace_name,workplace_cfar,county,municipality,deficiency_family,specificity,deficiency_detail,required_action,purchase_type,supplier_category,incumbent_risk,purchase_value,timing,metadata_sufficiency,earliest_public_title,earliest_public_date,days_before_sanction,inspection_message_before,chronology_sampled
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/011191,Sanktionsavgift - fallrisk,Avslutat,2026/011191-1,2026-03-18,LUGAB GROUP AB,5591030472,LUGAB GROUP AB,58154139,STOCKHOLMS LÄN,Botkyrka,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/011540,sanktionsavgift - bakgavellyft,Avslutat,2026/011540-1,2026-03-18,FOODMARKET I TORSLANDA AB,5591276257,FOODMARKET I TORSLANDA AB,59842716,VÄSTRA GÖTALANDS LÄN,Göteborg,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/012615,Sanktionsavgift - Fallrisk 5 kap. 70 § AFS 2023:13,Avslutat,2026/012615-1,2026-03-18,ELKRAFTGRUPPEN INSTALLATION I NORDEN AB,5590556030,ELKRAFTGRUPPEN INSTALLATION I NORDEN AB,56945504,SKÅNE LÄN,Helsingborg,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/013549,Sanktionsavgift - fallrisk,Avslutat,2026/013549-1,2026-03-18,STÄLLNINGSMONTAGE SYD AB,5567106793,STÄLLNINGSMONTAGE SYD AB,45143864,SKÅNE LÄN,Sjöbo,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014221,Sanktionsavgift - avsaknad av besiktning teknisk anordning - lyftanordning,Pågående,2026/014221-1,2026-03-18,SVENSK METALLDESIGN AB,5590156567,SVENSK METALLDESIGN AB,56104466,ÖSTERGÖTLANDS LÄN,Linköping,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014279,Sanktionsavgift - Brister på anordningen har inte rättats till 13 kap. 4 § 2 st. och 12 § AFS 2023:11,Pågående,2026/014279-1,2026-03-18,LJUNGBY MOTORSERVICE AB,5595175703,LJUNGBY MOTORSERVICE AB,72418627,KRONOBERGS LÄN,Ljungby,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTED_DEFICIENCIES_NOT_CORRECTED,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014465,Sanktionsavgift - avsaknad av dokumenterade rutiner för tillsyn av trycksatt anordning,Avslutat,2026/014465-1,2026-03-18,HUVUDSTA BIL & DÄCK AB,5593858011,HUVUDSTA BIL & DÄCK AB,69153922,STOCKHOLMS LÄN,Solna,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014543,Sanktionsavgift - avsaknad av kontroll trycksatt anordning - tryckkärl,Pågående,2026/014543-1,2026-03-18,NORRKÖPINGS MEJERI AB,5592393937,NORRKÖPINGS MEJERI AB,65561086,ÖSTERGÖTLANDS LÄN,Norrköping,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014958,Sanktionsavgift - trycksatt anordning som ej genomgått kontroll 10 kap. 8§ (AFS 2013:11),Avslutat,2026/014958-1,2026-03-18,,,Saknas,66164740,KRONOBERGS LÄN,Lessebo,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015149,Sanktionsavgift – trucktillstånd,Avslutat,2026/015149-1,2026-03-18,GEZE SVERIGE AB,5593134728,GEZE SVERIGE AB,10579530,STOCKHOLMS LÄN,Täby,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015183,Sanktionsavgift – trycksatta anordningar – kontroll,Avslutat,2026/015183-1,2026-03-18,S & N RESTAURANG I JÖNKÖPING AB,5566823737,S & N RESTAURANG I JÖNKÖPING AB,45085792,KRONOBERGS LÄN,Växjö,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015834,Sanktionsavgift-avsaknad av fallskydd,Avslutat,2026/015834-1,2026-03-18,TAKLÄGGARNA I MÄLARDALEN AB,5568457542,TAKLÄGGARNA I MÄLARDALEN AB,50854660,SÖDERMANLANDS LÄN,Strängnäs,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015961,Sanktionsavgift - lyftanordningar m.m. - besiktning,Avslutat,2026/015961-1,2026-03-18,BILFIX DEPÅN I STOCKHOLM AB,5595161125,BILFIX DEPÅN I STOCKHOLM AB,72397284,STOCKHOLMS LÄN,Stockholm,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/053957,Sanktionsavgift för överträdelse av 5 § arbetstidslagen,Pågående,2025/053957-7,2026-03-19,,,Saknas,,,,WORKING_TIME,GENERIC,,Working-time compliance (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014865,Sanktionsavgift – märkning av rörledning 7 kap. 27 § AFS 2023:10,Avslutat,2026/014865-1,2026-03-19,GLADA BONDEN MEJERI AB,5593125791,GLADA BONDEN MEJERI AB,67406033,ÖSTERGÖTLANDS LÄN,Boxholm,CHEMICAL_OTHER,SPECIFIC_BUT_AMBIGUOUS,,Chemical-risk deficiency (unspecified),UNKNOWN,Occupational hygiene consultant,UNKNOWN,LOW,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016049,Sanktionsavgift - Fallrisk 5 kap. 70 § AFS 2023:13,Avslutat,2026/016049-1,2026-03-19,A. SJÖSTRÖMS BYGG AB,5591396808,A. SJÖSTRÖMS BYGG AB,59110684,SKÅNE LÄN,Ängelholm,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/017789,Sanktionsavgift-avsaknad av fallskydd,Avslutat,2026/017789-1,2026-03-19,FLEXHÖJD AB,5595361907,FLEXHÖJD AB,73013666,STOCKHOLMS LÄN,Nynäshamn,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018515,Sanktionsavgift-avsaknad av fallskydd,Pågående,2026/018515-1,2026-03-20,HUSIE GRÄV & BYGG AB,5591691489,HUSIE GRÄV & BYGG AB,59950725,SKÅNE LÄN,Malmö,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2025/076256,Sanktionsavgift - Utstationering - Arbetsgivarens anmälan - brist,Pågående,2025/076256-3,2026-03-23,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/006405,Sanktionsavgift - låtit en trycksatt anordning vara trycksatt utan att den genomgått föreskriven kontroll,Avslutat,2026/006405-1,2026-03-23,HIGHWAY SERVICE BÄRGAREN AB,5592914849,HIGHWAY SERVICE BÄRGAREN AB,66931296,VÄSTRA GÖTALANDS LÄN,Uddevalla,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/011111,Sanktionsavgift - trucktillstånd,Avslutat,2026/011111-1,2026-03-23,SMÖRGÅSBORD AKTIEBOLAG,5562338797,SMÖRGÅSBORD AKTIEBOLAG,36469393,STOCKHOLMS LÄN,Stockholm,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015179,Sanktionsavgift - Trucktillstånd 4 kap. 17 § AFS 2023:11,Avslutat,2026/015179-1,2026-03-23,KYLSLAGET AB,5567364301,KYLSLAGET AB,46229738,STOCKHOLMS LÄN,Vallentuna,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016070,Sanktionsavgift - fallrisk,Avslutat,2026/016070-1,2026-03-23,BRA TAK ENTREPRENAD SKÅNE AB,5568899362,BRA TAK ENTREPRENAD SKÅNE AB,52795036,SKÅNE LÄN,Helsingborg,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016978,Sanktionsavgift - fallrisk,Pågående,2026/016978-1,2026-03-23,HANSSONS HUS ENTREPRENAD AB,5590239165,HANSSONS HUS ENTREPRENAD AB,56205453,VÄSTRA GÖTALANDS LÄN,Ulricehamn,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/017453,Sanktionsavgift-avsaknad av fallskydd,Pågående,2026/017453-2,2026-03-23,,,Saknas,,,,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,INSPECTION_OR_CERTIFICATE_MISSING,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018494,Sanktionsavgift – lyftanordningar m.m. – besiktning,Avslutat,2026/018494-1,2026-03-23,IBX BUDBILAR AB,5590628946,TERMINAL SUNDSVALL,67590679,VÄSTERNORRLANDS LÄN,Sundsvall,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018518,Sanktionsavgift – kemiska ämnen m.m. – utbildningsintyg,Avslutat,2026/018518-1,2026-03-27,ARIVISLANDA AB,5563921617,HUVUDKONTOR,16985244,KRONOBERGS LÄN,Alvesta,CHEMICAL_TRAINING_CERTIFICATE,DETERMINISTIC,,Provide documented training for work with allergenic chemical products,TRAINING,Chemical/härdplast safety training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,Inspektion inom Ett tryggt arbetsliv - Kvarts och kemi inom markarbete och industri,2025-10-21,157,114,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/015846,Sanktionsavgift - avsaknad av besiktning av teknisk anordning - lyftanordning,Pågående,2026/015846-1,2026-03-30,,,Saknas,41205006,SÖDERMANLANDS LÄN,Eskilstuna,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018624,Sanktionsavgift – trucktillstånd,Avslutat,2026/018624-1,2026-03-30,HYDRASPECMA WIRO AB,5563624641,HYDRASPECMA WIRO AB,10251932,ÖSTERGÖTLANDS LÄN,Motala,FORKLIFT_PERMIT,DETERMINISTIC,,"Issue written truck permits, which presupposes documented forklift training",TRAINING,Forklift training provider,LOW,LOW,TIMELY,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018707,Sanktionsavgift - utstationering - arbetsgivarens anmälan,Avslutat,2026/018707-3,2026-03-30,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018972,Sanktionsavgift - utstationering - arbetsgivarens anmälan,Pågående,2026/018972-3,2026-03-30,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/005785,"Sanktionsavgift - Lyftanordning, ej genomgått besiktning med godkänt resultat 13 kap. 4 § AFS 2023:11",Pågående,2026/005785-1,2026-03-31,BUDBOLAGET SYDOST AB,5566587175,BUDBOLAGET SYDOST AB,43213701,BLEKINGE LÄN,Karlskrona,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/009692,Sanktionsavgift - använt teknisk anordning utan senaste besiktningsintyg 13 kap § 16 (AFS 2023:11),Avslutat,2026/009692-1,2026-03-31,TRYCKCENTRUM I BLEKINGE AB,5568974710,TRYCKCENTRUM I BLEKINGE AB,52432309,BLEKINGE LÄN,Karlskrona,LIFTING_EQUIPMENT_INSPECTION,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the lifting device inspected by an accredited body (and stop using it until approved); pay the fee,INSPECTION,Accredited inspection body (lifting equipment); lifting-equipment service if the device fails,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,YES
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014968,Sanktionsavgift - trycksatta anordningar - kontroll,Pågående,2026/014968-1,2026-03-31,,,Saknas,70746219,SKÅNE LÄN,Lomma,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016512,Sanktionsavgift- fallrisk,Avslutat,2026/016512-1,2026-03-31,BYGGFIRMA MAGNUS LUNDELL AB,5566247960,BYGGFIRMA MAGNUS LUNDELL AB,41054560,VÄSTRA GÖTALANDS LÄN,Herrljunga,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016517,Sanktionsavgift - fallrisk,Avslutat,2026/016517-1,2026-03-31,BYGGFIRMA MAGNUS LUNDELL AB,5566247960,BYGGFIRMA MAGNUS LUNDELL AB,41054560,VÄSTRA GÖTALANDS LÄN,Herrljunga,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016862,Sanktionsavgift - arbetsmiljöplan ej tillgänglig,Avslutat,2026/016862-1,2026-03-31,S RYBERGS BYGG & INTERIÖR AB,5591026504,S RYBERGS BYGG & INTERIÖR AB,58653742,VÄSTRA GÖTALANDS LÄN,Borås,WORK_ENVIRONMENT_PLAN,SPECIFIC_BUT_AMBIGUOUS,,Draw up / make available an arbetsmiljöplan,ADMIN,"BAS-P/BAS-U consultants, construction H&S services",LOW,LOW,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016933,Sanktionsavgift - fallrisk,Avslutat,2026/016933-1,2026-03-31,S RYBERGS BYGG & INTERIÖR AB,5591026504,S RYBERGS BYGG & INTERIÖR AB,58653742,VÄSTRA GÖTALANDS LÄN,Borås,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/017581,Sanktionsavgift - trycksatta anordningar - kontroll,Avslutat,2026/017581-1,2026-03-31,SJÖBERGS DÄCKTJÄNST I SÄVSJÖ AB,5565270104,SJÖBERGS DÄCKTJÄNST I SÄVSJÖ AB,33500554,JÖNKÖPINGS LÄN,Sävsjö,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/018673,Sanktionsavgift - trycksatta anordningar - kontroll,Pågående,2026/018673-1,2026-03-31,MAX BILCENTER AB,5592433865,MAX BILCENTER AB,65655961,STOCKHOLMS LÄN,Järfälla,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_RELATED_UNSPECIFIED,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/014522,Sanktionsavgift - trycksatt anordning som ej genomgått kontroll 10 kap. 8§ (AFS 2013:11),Avslutat,2026/014522-1,2026-04-01,SNICKERI HANTVERK & KULTUR I HELSINGBORG AB,5567476857,SNICKERI HANTVERK & KULTUR I HELSINGBORG AB,48314421,SKÅNE LÄN,Helsingborg,PRESSURE_EQUIPMENT_CONTROL,DETERMINISTIC,INSPECTION_OR_CERTIFICATE_MISSING,Have the pressure equipment controlled by an accredited body / depressurise; document routines,INSPECTION,Accredited inspection body (pressure equipment); compressor/boiler service,MEDIUM,MEDIUM,LATE,METADATA_SUFFICIENT,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016794,Sanktionsavgift - Utstationering - Arbetsgivare,Avslutat,2026/016794-3,2026-04-01,,,Saknas,,,,POSTING_NOTIFICATION,GENERIC,,Register posting of workers (administrative),ADMIN,-,-,-,UNKNOWN,DOCUMENT_REQUIRED,,,,,NO
6.4 Hantera avgiftsutdömande,6.4-1 Avgiftsföreläggande,2026/016985,Sanktionsavgift - fallrisk,Avslutat,2026/016985-1,2026-04-01,TAK OCH BYGG SOLLENTUNA AB,5592158850,TAK OCH BYGG SOLLENTUNA AB,61244026,STOCKHOLMS LÄN,Upplands-Väsby,FALL_PROTECTION,SPECIFIC_BUT_AMBIGUOUS,,"Establish fall protection (railings, harness, scaffold, lift) at the site",EQUIPMENT_OR_METHOD,"Fall-protection equipment/rental, scaffolding, lift rental, safety training",MEDIUM,MEDIUM,UNKNOWN,DOCUMENT_HELPFUL,,,,,NO
